time,hour_of_day,energy_kWh
84,12,0.658769908997406
85,13,0.341907690834289
86,14,0.419662441584961
87,15,0.371376782151304
88,16,0.215820864826873
89,17,0.231789260753654
90,18,0.783415606851795
91,19,0.79542697422342
92,20,0.950679850466318
93,21,1.06009336886654
94,22,1.30854912526162
95,23,0.355665219399105
96,0,0.518733102457894
97,1,0.569396270993661
98,2,0.456697708214901
99,3,0.668235418962487
100,4,0.580339736989819
101,5,0.873815300862111
102,6,0.711196791767099
103,7,0.799787031200653
104,8,0.705354728136277
105,9,0.7424841138209
106,10,0.589967343786627
107,11,0.626642245648151
108,12,0.573936312360447
109,13,0.593543064767399
110,14,0.330587646424174
111,15,0.0740324387000419
112,16,0.156233504131007
113,17,0.345681684913744
114,18,0.792784471161575
115,19,1.00631763908734
116,20,0.952597358864988
117,21,1.13153762791593
118,22,0.853910000063496
119,23,0.402584463871829
120,0,0.37921545147402
121,1,0.868446516603692
122,2,0.732521889422849
123,3,0.850029232147626
124,4,0.653989595336595
125,5,0.742916189776658
126,6,0.772753059074981
127,7,0.899620209675583
128,8,0.732020427856568
129,9,0.782286180172293
130,10,0.444818370008885
131,11,0.542260713753313
132,12,0.417641347484315
133,13,0.264648584189324
134,14,0.400797465090595
135,15,0.316066372011091
136,16,0.243540367089114
137,17,0.0768544577704689
138,18,1.01274922783416
139,19,0.945240193173611
140,20,0.91028577583137
141,21,0.990156944919199
142,22,1.02380045650339
143,23,0.247333049624565
144,0,0.471434902840467
145,1,0.494509062373994
146,2,0.55207936948327
147,3,0.596491868789564
148,4,0.706451910203733
149,5,0.589514174298414
150,6,0.896422942263163
151,7,0.841783758032266
152,8,0.757804835971078
153,9,0.708654925753116
154,10,0.570183641543586
155,11,0.679514241743614
156,12,0.486678252049227
157,13,0.350901270090528
158,14,0.485138576842666
159,15,0.265390860038777
160,16,0.181289475792588
161,17,0.180846892339738
162,18,0.815207375636206
163,19,0.798209421988907
164,20,1.1927923480765
165,21,1.15341772493277
166,22,1.08075351592383
167,23,0.296642450534038
168,0,0.41345319694452
169,1,0.559992302107611
170,2,0.729141606162863
171,3,0.57893159222444
172,4,0.526820905554824
173,5,0.644868018602847
174,6,0.833351083306581
175,7,0.828913108330011
176,8,0.804975563028155
177,9,0.699103569041392
178,10,0.668368909586194
179,11,0.530030411868849
180,12,0.586202161155692
181,13,0.286184839382168
182,14,0.395502955644433
183,15,0.20299702765067
184,16,0.206703684968264
185,17,0.265500586707735
186,18,1.0039090653505
187,19,0.798458383786759
188,20,1.06625824977676
189,21,1.05388227974873
190,22,1.04321344464573
191,23,0.402832166679368
192,0,0.478239364985681
193,1,0.547334951395582
194,2,0.65230456244251
195,3,0.717261069940842
196,4,0.842413900156491
197,5,0.942475416560058
198,6,0.84669144356847
199,7,0.768806414047847
200,8,0.822326656844094
201,9,0.730454760656108
202,10,0.547023245643338
203,11,0.672567896643859
204,12,0.53070619191467
205,13,0.435871780679189
206,14,0.401524633552485
207,15,0.314008598049574
208,16,0.146043801769125
209,17,0.193988484832897
210,18,0.885394536566847
211,19,0.857021114432397
212,20,1.10840273833099
213,21,0.900295031028034
214,22,1.00161849498899
215,23,0.351153831566501
216,0,0.382578766854318
217,1,0.558421761776829
218,2,0.62259297700674
219,3,0.865139285798374
220,4,0.73490514688396
221,5,0.683356406597788
222,6,0.960345729812005
223,7,0.913245662575798
224,8,0.736844976039014
225,9,0.561516063957992
226,10,0.605537218355301
227,11,0.562051609958279
228,12,0.527606825393154
229,13,0.396237921891596
230,14,0.394342191290409
231,15,0.327057386587281
232,16,0.115124488182028
233,17,0.115426159880136
234,18,0.825889390605959
235,19,0.859440497085462
236,20,0.908134828204645
237,21,0.989114869780197
238,22,0.747082265859585
239,23,0.376652822382085
240,0,0.624244840639074
241,1,0.470975573632281
242,2,0.743372816267124
243,3,0.747164134491575
244,4,0.756907044764459
245,5,0.808022964637319
246,6,0.643494398584928
247,7,0.781323799904948
248,8,0.92020225619562
249,9,0.721966811819975
250,10,0.654137361348961
251,11,0.504228802261082
252,12,0.496918626998768
253,13,0.445588987731691
254,14,0.392638755740895
255,15,0.250587091471685
256,16,0.21654692048895
257,17,0.412591340773585
258,18,0.674164602950381
259,19,1.13316682015897
260,20,0.973948748925979
261,21,1.08787404760295
262,22,0.883583552501294
263,23,0.363350830048721
264,0,0.472193583623469
265,1,0.619917282652804
266,2,0.482979930214953
267,3,0.759295466997595
268,4,0.638522901167886
269,5,0.796396752729182
270,6,0.865235588866137
271,7,0.822483744604429
272,8,0.868070971559007
273,9,0.812739745437869
274,10,0.584909226340225
275,11,0.603351329274153
276,12,0.405562219359578
277,13,0.290175434329987
278,14,0.442482593349371
279,15,0.287872950551561
280,16,0.234700487403728
281,17,0.301334978678665
282,18,0.959458369740905
283,19,0.945242369500733
284,20,1.06521750169517
285,21,1.08084691149981
286,22,1.07397632570586
287,23,0.353318176158121
288,0,0.434844635824972
289,1,0.696855900583883
290,2,0.488816961132219
291,3,0.709685840692372
292,4,0.564922903445441
293,5,0.891827549331986
294,6,0.886171630239342
295,7,0.789893956235072
296,8,0.752723899819284
297,9,0.463503642285636
298,10,0.708117232267592
299,11,0.358402221534166
300,12,0.26807196933567
301,13,0.430347657499088
302,14,0.25515190164295
303,15,0.329017027786373
304,16,0.307890159433071
305,17,0.295995506633815
306,18,0.830884087461701
307,19,0.955160014429965
308,20,0.950255713896176
309,21,1.07047496549103
310,22,1.10361570799259
311,23,0.512143129067751
312,0,0.486806213207542
313,1,0.56292556791563
314,2,0.750777340530544
315,3,0.499766488114389
316,4,0.70934898058393
317,5,0.662718302905855
318,6,0.761741519729235
319,7,0.854645674091583
320,8,0.842380336059507
321,9,0.610637670087951
322,10,0.602893008731683
323,11,0.591348200943761
324,12,0.470813662424643
325,13,0.452536141995344
326,14,0.38999309429558
327,15,0.194871809750023
328,16,0.222509352271745
329,17,-0.00298720780287398
330,18,1.01453617105185
331,19,0.847313176013864
332,20,0.819807381464447
333,21,0.962473497301754
334,22,0.90713531353679
335,23,0.420268524699084
336,0,0.443933500347182
337,1,0.795423584449172
338,2,0.763846538732959
339,3,0.462443384037514
340,4,0.803940314308092
341,5,0.649963960305613
342,6,0.77449448201192
343,7,0.806218155218593
344,8,0.834581024016144
345,9,0.684827339415674
346,10,0.807630014654607
347,11,0.529551998352872
348,12,0.532751212082969
349,13,0.488827698532003
350,14,0.358518859272116
351,15,0.375963244182141
352,16,0.272513692649428
353,17,0.131807633746871
354,18,0.719462664861391
355,19,1.09608154696885
356,20,0.879739369987223
357,21,0.9982039378751
358,22,1.1063166955146
359,23,0.433713986142644
360,0,0.409527378720197
361,1,0.530874255285571
362,2,0.637511005277689
363,3,0.860027883506367
364,4,0.673726052134635
365,5,0.868244594615503
366,6,0.830862313994853
367,7,0.766391743673805
368,8,0.654110346539319
369,9,0.683717938893348
370,10,0.641330971754069
371,11,0.430706206082121
372,12,0.519218224487079
373,13,0.340124958840226
374,14,0.340575941204028
375,15,0.32148929973946
376,16,0.149726972939985
377,17,0.18139661599271
378,18,0.935006275753418
379,19,0.726636337862849
380,20,1.04378996968922
381,21,1.23031408013797
382,22,1.1459400509408
383,23,0.390777086968303
384,0,0.54286226798594
385,1,0.474047235679417
386,2,0.837786546049586
387,3,0.806202474691177
388,4,0.838542199128856
389,5,0.702190321691053
390,6,0.831994913438233
391,7,0.73394831940163
392,8,0.728664679280642
393,9,0.655131042691746
394,10,0.547426638437129
395,11,0.486771154843324
396,12,0.479010266594441
397,13,0.252467878051983
398,14,0.410760057584608
399,15,0.27608813671724
400,16,0.310108412229085
401,17,0.237187116284939
402,18,0.949428705537941
403,19,0.76191014986169
404,20,0.838165940296372
405,21,0.943168464569583
406,22,1.06096585913276
407,23,0.535227931672072
408,0,0.471003695919997
409,1,0.703800785344871
410,2,0.697542481170727
411,3,0.829543709505336
412,4,0.772502327939696
413,5,0.724096154991912
414,6,0.651860092842122
415,7,0.80532664747711
416,8,0.841662757987432
417,9,0.682873221272525
418,10,0.595921358351147
419,11,0.546781532002745
420,12,0.390340669847453
421,13,0.373053304937599
422,14,0.331926064358496
423,15,0.292452076215406
424,16,0.233814066862435
425,17,0.271355771519803
426,18,0.910931769377487
427,19,1.09162379714132
428,20,0.971394761697596
429,21,1.16831734281645
430,22,0.977687852042958
431,23,0.475008990244199
432,0,0.473974913829388
433,1,0.637659964411619
434,2,0.709393079564875
435,3,0.493529873081141
436,4,0.627103306183302
437,5,0.645676388122829
438,6,0.840184449703982
439,7,0.936797875971572
440,8,0.727126198256741
441,9,0.793364334820044
442,10,0.704554010352611
443,11,0.472482482578671
444,12,0.539746699579531
445,13,0.347164812601055
446,14,0.501626689664595
447,15,0.284611314724588
448,16,0.403792344592498
449,17,0.167716403052276
450,18,0.958943336671822
451,19,0.903943129541447
452,20,0.73799648585949
453,21,0.889654813066131
454,22,1.11125112981669
455,23,0.416865673470376
456,0,0.388126799754728
457,1,0.515007859644042
458,2,0.674951774056279
459,3,0.612830133701004
460,4,0.857302643616463
461,5,0.725706797214115
462,6,0.980886262051925
463,7,0.681791122812838
464,8,0.779726565542858
465,9,0.560029378179069
466,10,0.577636887471093
467,11,0.518320682029676
468,12,0.54013363398188
469,13,0.516567618392938
470,14,0.380048596759573
471,15,0.250560899780935
472,16,0.321741229673918
473,17,0.290110951328951
474,18,0.912020528195636
475,19,0.967347015084727
476,20,0.981471979895808
477,21,0.889171777308883
478,22,1.12595683259148
479,23,0.356634156559408
480,0,0.439608151862383
481,1,0.595340395763697
482,2,0.619249653013725
483,3,0.698949999064375
484,4,0.819343388523742
485,5,0.894461026317244
486,6,0.780204136738816
487,7,0.822545564277441
488,8,0.735977470676358
489,9,0.735091723677996
490,10,0.693999790482263
491,11,0.515959120641834
492,12,0.527483678691167
493,13,0.482464489716073
494,14,0.359230795123896
495,15,0.460852104801272
496,16,0.179336634390837
497,17,0.136516274943499
498,18,0.725012069361237
499,19,1.00127051007799
500,20,1.0269006341594
501,21,0.979878681738232
502,22,1.13984759893771
503,23,0.440724628778368
504,0,0.529079013488445
505,1,0.588940185232861
506,2,0.693995218887244
507,3,0.722298278725998
508,4,1.03854114391667
509,5,0.673111244867256
510,6,0.614570091731031
511,7,0.675709633419757
512,8,0.650473275511371
513,9,0.668771104708482
514,10,0.633153012172455
515,11,0.555792357528098
516,12,0.554133443571938
517,13,0.46128090685357
518,14,0.425122898468833
519,15,0.465693555573136
520,16,0.362498634038049
521,17,0.0818966416528028
522,18,0.667104548371666
523,19,1.00041539880845
524,20,0.756628510491149
525,21,0.994543656787722
526,22,1.05354794858376
527,23,0.645071094286031
528,0,0.493078574597795
529,1,0.526913407069306
530,2,0.673580967257624
531,3,0.736712519545349
532,4,0.766812142077012
533,5,0.728919696878726
534,6,0.677740661981337
535,7,0.821427783966492
536,8,0.625520697473139
537,9,0.608913599948747
538,10,0.783121588506497
539,11,0.535755394027772
540,12,0.485967827794363
541,13,0.512336519358966
542,14,0.319988899438433
543,15,0.390804536854346
544,16,0.205685781707936
545,17,0.311502438539577
546,18,0.962933458493142
547,19,0.888920743849174
548,20,0.853622648028616
549,21,0.883557135510273
550,22,1.02299311873519
551,23,0.378540150909029
552,0,0.459132568520367
553,1,0.676000237051312
554,2,0.620230285599063
555,3,0.82649992543306
556,4,0.706645609384625
557,5,0.887034320687586
558,6,0.747774951500645
559,7,0.807435527350952
560,8,0.8568814034908
561,9,0.670734806858541
562,10,0.60617294817951
563,11,0.777984774616983
564,12,0.595099349954909
565,13,0.379153902096466
566,14,0.414894073736359
567,15,0.251860335528639
568,16,0.31078088079961
569,17,0.351807158956938
570,18,0.739548433140294
571,19,1.01310755901348
572,20,1.08598915693087
573,21,0.992615097971518
574,22,1.22462567101184
575,23,0.437893037889362
576,0,0.376288031533737
577,1,0.358296285647296
578,2,0.616659293273627
579,3,0.78348636461237
580,4,0.791548394458781
581,5,0.831138786916033
582,6,0.742291441636206
583,7,0.804177928027167
584,8,0.595941048141943
585,9,0.636123034492438
586,10,0.568120690374974
587,11,0.629618602344118
588,12,0.49858399409028
589,13,0.30680134964052
590,14,0.349047508390184
591,15,0.218886911880865
592,16,0.173522463504552
593,17,0.296637194229792
594,18,0.911341943622687
595,19,0.950058536729879
596,20,1.02858936788814
597,21,1.00589373504274
598,22,1.10508545220575
599,23,0.490650714080437
600,0,0.61706086600356
601,1,0.625231772258591
602,2,0.79122326864445
603,3,0.714392882786924
604,4,0.755020680113311
605,5,0.959911213314216
606,6,0.749028828723257
607,7,0.789492251872288
608,8,0.851794329115971
609,9,0.72711290761924
610,10,0.790493344567698
611,11,0.681057867487727
612,12,0.529157028877081
613,13,0.344584432638083
614,14,0.406669609753931
615,15,0.149605849696001
616,16,0.264639846423657
617,17,0.291066132430049
618,18,0.9213041698417
619,19,0.998189968536628
620,20,1.14408000400607
621,21,1.08026121051293
622,22,1.07669174465958
623,23,0.486520437111422
624,0,0.54254853556253
625,1,0.446173363182068
626,2,0.608358878030057
627,3,0.834600816834498
628,4,0.755449200580698
629,5,0.848020075631517
630,6,0.699349992538067
631,7,0.796229422117831
632,8,0.81983681605391
633,9,0.575980538869508
634,10,0.684759263196006
635,11,0.559461391684823
636,12,0.406046523405851
637,13,0.418600967587327
638,14,0.160369550637755
639,15,0.0750702888257684
640,16,0.122500045793173
641,17,0.111169030064862
642,18,0.782696767273259
643,19,0.73767947316041
644,20,0.969015187831169
645,21,0.828449593617355
646,22,1.06102188492234
647,23,0.501060954105042
648,0,0.499777321368616
649,1,0.586956589536637
650,2,0.612184294341024
651,3,0.563864423250064
652,4,0.755425762599502
653,5,0.885860269054932
654,6,0.973824493261334
655,7,0.74675712364411
656,8,0.597075347488354
657,9,0.728766783601971
658,10,0.687626591045072
659,11,0.554950667060133
660,12,0.385108771038121
661,13,0.624787546423631
662,14,0.114047648904151
663,15,0.236870761064042
664,16,0.108029819783658
665,17,0.146609427147275
666,18,0.93178514190597
667,19,0.924027049558232
668,20,0.869118871383546
669,21,1.06556831831601
670,22,1.1122393924172
671,23,0.487092374920848
672,0,0.457436831833965
673,1,0.6825037895844
674,2,0.716070708636717
675,3,0.963009281674475
676,4,0.866153585039434
677,5,0.90546991321946
678,6,0.805297882732561
679,7,0.660939147592691
680,8,0.722685496385568
681,9,0.636352842706082
682,10,0.593603108297257
683,11,0.633159569530941
684,12,0.444322193604963
685,13,0.332842972921
686,14,0.309067227836593
687,15,0.271779288970192
688,16,0.281125821910214
689,17,0.114958652401282
690,18,0.931731747232461
691,19,0.918024260211087
692,20,1.07263092378069
693,21,0.966550917001877
694,22,1.03655213554446
695,23,0.305218704677214
696,0,0.361473731680476
697,1,0.608696545390806
698,2,0.625051093552606
699,3,0.762506439929697
700,4,0.670541480787628
701,5,0.980628980922543
702,6,0.812223070050489
703,7,0.894481074576514
704,8,0.737115601202938
705,9,0.695881840201115
706,10,0.719005189785781
707,11,0.633221390671967
708,12,0.387974499851159
709,13,0.269084985076293
710,14,0.240213223045933
711,15,0.146290633487242
712,16,0.246149437721273
713,17,0.169097159560058
714,18,0.863198926695904
715,19,0.77412593917391
716,20,1.01814912173817
717,21,1.03180907679941
718,22,1.04103775162588
719,23,0.524472298270662
720,0,0.41260205349711
721,1,0.619115742835519
722,2,0.684844119995228
723,3,0.747057476022336
724,4,0.686882894372381
725,5,0.82246177276302
726,6,0.748511836707352
727,7,0.700133132836472
728,8,0.63948080249383
729,9,0.815913598304488
730,10,0.565405578766388
731,11,0.56035432910484
732,12,0.37913479452598
733,13,0.392641606469703
734,14,0.0267962204059994
735,15,0.179172042697903
736,16,0.0975487629166961
737,17,0.108777175342747
738,18,0.878673281169264
739,19,0.87768747407723
740,20,1.1346321580613
741,21,0.93069064380909
742,22,1.0249967721965
743,23,0.265422739435174
744,0,0.452261733630593
745,1,0.44384804817453
746,2,0.653029902378818
747,3,0.797440711107822
748,4,0.800232967646268
749,5,0.7197157265449
750,6,0.636945710725275
751,7,0.935779066400985
752,8,0.964811894429118
753,9,0.724182094325903
754,10,0.551009839577881
755,11,0.697422860962244
756,12,0.440734378183075
757,13,0.375373350146798
758,14,0.438637737707269
759,15,0.149345985532952
760,16,0.0445169834414765
761,17,0.252290622133404
762,18,0.940073799814696
763,19,0.919736467899696
764,20,0.989860818028321
765,21,1.09609202526011
766,22,1.14704477883546
767,23,0.365497329430283
768,0,0.580997207331854
769,1,0.594970450713965
770,2,0.599445743148462
771,3,0.592801455266944
772,4,0.824504715023447
773,5,0.754415487956786
774,6,0.804643452668782
775,7,0.71048299766654
776,8,0.604756173657375
777,9,0.729290669882827
778,10,0.643786087519564
779,11,0.697548501259953
780,12,0.580170407032728
781,13,0.527684744384198
782,14,0.275112324745684
783,15,0.194235315932434
784,16,0.113283701577819
785,17,0.260020314417953
786,18,1.17890811276439
787,19,0.982979455804852
788,20,0.862885968649445
789,21,1.07153134109165
790,22,0.93716696899164
791,23,0.279907277327605
792,0,0.571744231550736
793,1,0.499855161512216
794,2,0.68159858807086
795,3,0.852785548163643
796,4,0.799920084708518
797,5,0.882743776328686
798,6,0.639419779537925
799,7,0.855931372299061
800,8,0.973657846518183
801,9,0.766245975697677
802,10,0.495912281814211
803,11,0.557331434048573
804,12,0.450003477822066
805,13,0.460656677747327
806,14,0.391203537811175
807,15,0.32841722069568
808,16,0.203814303776567
809,17,0.150295048109085
810,18,0.841041100858196
811,19,0.995576335519728
812,20,0.754891571722709
813,21,0.967137649679273
814,22,1.07703782026899
815,23,0.357077185263351
816,0,0.547722728500767
817,1,0.570513748528011
818,2,0.556169871173118
819,3,0.728268387821028
820,4,0.732989332943993
821,5,0.748790483111046
822,6,0.728867728947386
823,7,0.79592229624513
824,8,0.575194697525472
825,9,0.672298722408151
826,10,0.595645187838761
827,11,0.48645586310189
828,12,0.565269859099524
829,13,0.348927160610153
830,14,0.404063308981445
831,15,0.385452054102219
832,16,0.224505337391963
833,17,0.238002184285617
834,18,0.963951730311087
835,19,0.902124450607218
836,20,0.994279393241062
837,21,0.86161148118124
838,22,1.16104238406702
839,23,0.323398018562407
840,0,0.317116406579616
841,1,0.716095564666182
842,2,0.643727320595874
843,3,0.757024146357881
844,4,0.723481773888564
845,5,0.687719408573618
846,6,0.492701146071294
847,7,0.852405647656634
848,8,0.731139167814209
849,9,0.692397743670872
850,10,0.690560537264055
851,11,0.435710867477277
852,12,0.427055476201722
853,13,0.537087070627757
854,14,0.409786463288149
855,15,0.159739839734783
856,16,0.0198659546476788
857,17,0.15309762013417
858,18,0.921399647871646
859,19,1.00445994544352
860,20,0.94956492793136
861,21,0.875636793491231
862,22,1.08061578185682
863,23,0.305120799713915
864,0,0.403903343646233
865,1,0.512272211894953
866,2,0.527060635100084
867,3,0.685035521359633
868,4,0.66981261440105
869,5,0.761209134126537
870,6,0.753757845564625
871,7,0.748799226412704
872,8,0.709453722722144
873,9,0.835461745620378
874,10,0.711030521757395
875,11,0.583552929036022
876,12,0.353305326957175
877,13,0.25977395982962
878,14,0.153524758460911
879,15,0.548387540731427
880,16,0.337429859985026
881,17,0.235920349083705
882,18,0.802575954065305
883,19,0.795585813524538
884,20,0.994956329312715
885,21,1.14437636415228
886,22,0.880665633867919
887,23,0.377414550483219
888,0,0.491570792724658
889,1,0.378445995770429
890,2,0.734124566635258
891,3,0.670666142610416
892,4,0.951025704971718
893,5,0.750687874663343
894,6,0.840918208254736
895,7,0.675534931074576
896,8,0.697321243571659
897,9,0.595259749364509
898,10,0.689257528129753
899,11,0.707829663965718
900,12,0.44063582381596
901,13,0.465991825625457
902,14,0.299563751947419
903,15,0.298078736974378
904,16,0.359817432946905
905,17,0.222250533749445
906,18,0.796315660292324
907,19,0.824511928224506
908,20,0.923204948460263
909,21,0.968701137639405
910,22,0.963418479226006
911,23,0.440420699827862
912,0,0.626652847557265
913,1,0.552528784786918
914,2,0.629542994933686
915,3,0.491979843752337
916,4,0.682356310659257
917,5,0.650450489481205
918,6,0.761376534901636
919,7,0.842336382898507
920,8,0.912134548674391
921,9,0.89198147954679
922,10,0.638311573303021
923,11,0.545626094842193
924,12,0.581751628323722
925,13,0.471370205351642
926,14,0.426525116001564
927,15,0.365695870175168
928,16,0.0921618615228058
929,17,0.264258648074256
930,18,0.890846097813175
931,19,0.834197014417423
932,20,0.870832834550318
933,21,1.11601374091037
934,22,0.969026238923425
935,23,0.298672451186959
936,0,0.521468644813178
937,1,0.778722890284117
938,2,0.652555443341231
939,3,0.74296197798065
940,4,0.665982900072554
941,5,0.957199343064634
942,6,0.812498817384502
943,7,0.84278787354179
944,8,0.664600798795183
945,9,0.797536316178012
946,10,0.688914573451776
947,11,0.462045605035586
948,12,0.503974012698925
949,13,0.377294426098485
950,14,0.360924794166567
951,15,0.26281268139942
952,16,0.221202213399801
953,17,0.106930900683196
954,18,0.86767080785806
955,19,0.986874937523824
956,20,1.11465969683157
957,21,0.871815973027056
958,22,1.28774118523842
959,23,0.574962082719951
960,0,0.516850750021746
961,1,0.547525060598386
962,2,0.580134572929479
963,3,0.795409091933767
964,4,0.690347095713051
965,5,0.743589448573308
966,6,0.888361713672083
967,7,0.833372166103093
968,8,0.849482357440778
969,9,0.762605237150453
970,10,0.609910286448416
971,11,0.526260912320835
972,12,0.57963675962339
973,13,0.355235270068513
974,14,0.468665904286638
975,15,0.366938162714395
976,16,0.268964528332035
977,17,0.210544863569588
978,18,0.936561718747292
979,19,1.26289003394716
980,20,0.928948712613466
981,21,0.832208572150208
982,22,1.24151022954568
983,23,0.483338891793075
984,0,0.435208837690836
985,1,0.839379204735829
986,2,0.705095042074541
987,3,0.741552402800634
988,4,0.682023241309993
989,5,0.683284738277717
990,6,0.623158596768894
991,7,0.747485794296878
992,8,0.654497378216314
993,9,0.776907558853137
994,10,0.618237181148649
995,11,0.754544870449414
996,12,0.651058239519276
997,13,0.438755318159988
998,14,0.321723628549479
999,15,0.403084546438874
1000,16,0.125541615652998
1001,17,0.277592121767457
1002,18,0.833088700462726
1003,19,0.870189982049813
1004,20,0.873012136142763
1005,21,1.04543086730235
1006,22,0.972190648457918
1007,23,0.315998166180777
1008,0,0.5552978301287
